날짜,가격
2023년 02월 16일,"1,074,150"
2023년 02월 24일,"1,016,380"
2023년 03월 07일,"981,750"
2023년 05월 09일,"981,750"
2023년 05월 20일,"981,750"
2023년 05월 21일,"981,750"
2023년 05월 23일,"981,750"
2023년 05월 27일,"981,750"
2023년 05월 28일,"981,750"
2023년 05월 29일,"981,750"
2023년 05월 30일,"1,030,200"
2023년 05월 31일,"981,750"
